paper,title,datetime,writing,writer
SBS Biz,서울 지하철 노선도 40년 만에 바뀐다,2023.09.13. 오전 11:37,"[서울 지하철 노선도 새로운 디자인 (서울시 제공=연합뉴스)]서울의 지하철 노선도 디자인이 40년 만에 바뀝니다.지리적 정보를 고려한 노선을 뚜렷이 구별되는 색으로 표시하고 환승역은 탑승하려는 노선을 따라 경로를 알 수 있게 신호등 모양으로 구분해 표기합니다. 관광객을 위해 공항, 바다, 강 등 주요 지리 정보도 넣습니다.서울시는 시각·색채·디자인·인지·교통 등 분야별 전문가들의 자문을 거쳐 만든 새로운 '서울 지하철 노선도 디자인'을 오늘(13일) 공개했습니다.서울 지하철 노선은 1980년대 4개 노선(106개 역)에서 2000년대 9개 노선(338개 역)을 거쳐 현재 23개 노선(624개 역)으로 계속 늘었습니다. 오는 2025년까지 신림선, 동북선, 면목선, 서부선, 우이신설연장선, 목동선, 난곡선, 위례신사선, 위례선, 9호선 4단계 연장 등 총 10개의 노선과 수도권 광역급행철도(GTX) 등이 신설될 예정입니다.그러나 노선도는 1980년대의 형태를 유지한 채 노선만 추가된 다양한 형태로 혼용되고 있어 추가 확장 노선을 적용하기가 어려운 상황입니다. [서울 지하철 기존 노선도와 개선 노선도 비교 (서울시 제공=연합뉴스)]이번에 새로 만든 노선도는 많은 노선과 환승역을 쉽게 인지할 수 있도록 국제표준인 8선형(Octoliner)을 적용했습니다.1933년 헨리 벡이 영국 런던 지하철에 처음 적용한 8선형 디자인은 수평·수직·45도 등 대각선과 직선만 허용해 사용자가 쉽게 인식할 수 있어 가장 일반적으로 사용됩니다. 8선형과 함께 원형 형태의 2호선 순환선을 중심에 두고 지리적 정보를 고려한 노선을 적용해 이용자가 읽기 쉽고 효율적으로 길을 찾을 수 있도록 개선했습니다.일반역과 동일한 형태의 태극 문양으로 혼용되는 환승역은 신호등 방식의 표기로 바꿨습니다. 사용자가 쉽게 목적지를 따라갈 수 있도록 환승하는 노선의 색상을 나열하고 연결 고리 형태로 적용했습니다.아울러 관광객이 현 위치를 방위로 이해할 수 있도록 도심과 외곽 지역 경계선, 인천공항, 바다, 강 등 주요 지리 정보를 노선도에 표현했습니다. 내년에는 랜드마크 아이콘을 노선도에 적용해 서울의 명소도 홍보할 예정입니다.색약자, 시각약자, 고령인들이 보기 쉬운 색상과 패턴을 적용한 것도 특징입니다.경로와 중요도에 따라 노선(메인전철·경전철·도시철도·간선철도)의 색상과 종류를 분류하고 1∼9호선 전철을 중심으로 밝기와 선명도를 통해 선의 표현을 세분화했습니다.개선 노선도는 오는 18일 오후 2시 서울시청 8층 다목적홀에서 열리는 공청회에서 지하철 노선도 관련 굿즈(상품)와 함께 정식으로 공개됩니다.최종 디자인은 시민과 다양한 분야의 전문가 의견 수렴을 거쳐 올해 말 발표 예정입니다.최인규 서울시 디자인정책관은 ""새로운 노선도는 시각약자, 외국인 모두를 배려한 읽기 쉬운 디자인으로 지하철을 더욱 편하게 이용하는 데 기여할 것""이라며 ""노선도를 브랜드화해 다양한 홍보와 연계해 활용할 계획""이라고 말했습니다.당신의 제보가 뉴스로 만들어집니다.SBS Biz는 여러분의 제보를 기다리고 있습니다.홈페이지 = https://url.kr/9pghjn",최지수 기자(cjis0324@sbs.co.kr)
문화일보,"‘청담동 주식부자’ 이희진 형제, 이번엔 코인사기 혐의로 구속영장",2023.09.13. 오전 11:58,"			‘청담동 주식 부자’로 유명해진 뒤 불법 주식거래로 실형을 살았던 이희진(37) 씨가 이번에는 그의 동생 이희문(35) 씨와 함께 코인 관련 사기 혐의로 구속될 위기에 놓였다. 서울남부지검 가상자산범죄 합동수사단은 12일 이 씨 형제에 대해 사기, 특정경제범죄가중처벌 등에 관한 법률 위반(배임), 범죄수익은닉법 위반 등의 혐의로 구속영장을 청구했다고 13일 밝혔다.검찰에 따르면 이들은 허위 과장 홍보와 시세조종 등을 통해 ‘피카(PICA)’ 등 가상화폐 3종목의 가격을 끌어올린 뒤 고가에 매도해 임의로 사용하거나 은닉한 혐의를 받는다. 피카는 미술품을 ‘조각 투자’ 방식으로 공동 소유할 수 있다고 ‘피카프로젝트’가 홍보하고 발행한 가상화폐다. 코인의 사업 관리와 감독업무를 총괄한 직원 C(34) 씨에 대해서는 사기 혐의로 구속영장이 청구됐다.검찰은 이 씨 형제를 코인 시세조종 혐의로 지난달 9일 구속 기소된 피카프로젝트 공동대표 송모(23) 씨와 성모(44) 씨의 공범으로 보고 있다. 앞서 검찰은 피카에 투자금을 유치하고 상장하는 과정에서 이 씨 형제가 시세조종 등에 관여했다고 보고 이들을 피의자 신분으로 소환 조사했다.  ",조율 기자(joyul@munhwa.com)
뉴시스,"여주시, 9월 정기분 재산세 497억 부과",2023.09.13. 오후 2:15," 여주시청[여주=뉴시스] 이준구 기자 = 경기 여주시는 13일 올해 9월 정기분 재산세로 토지분 479억5000만원, 주택2기분 17억5000만 원 등 모두 497억원을 부과하고 고지서 발송을 완료했다.토지분 재산세는 매년 6월 1일을 기준으로 주택의 부속토지를 제외한 일반 토지에 대하여 과세하고 주택분 재산세는 재산세 본세액이 10만원 미만일 경우에는 7월에 전액 부과하며, 10만원 이상일 경우에는 7월과 9월에 2분의 1씩 나누어 두 번 부과된다.올해 재산세 납부기한은 추석연휴 및 임시공휴일 지정으로 16일부터 10월 4일까지며 납부고지서 없이도 전국 모든 금융기관의 CD/ATM 기기에서 통장, 현금카드, 신용카드로 조회 납부가 가능하다.이밖에도 인터넷지로(www.giro.gor.kr), 스마트고지서 및 가상계좌이체, 여주시 세입통합 ARS전화(031-887-3800) 등을 이용, 편리하게 재산세를 납부할 수 있다.",이준구 기자(caleb@newsis.com)
뉴스1,코레일 “국민편익 역행하는 철도노조 파업 철회” 촉구,2023.09.13. 오후 2:12,"정당성·명분 없는 파업 강행 시 '엄정 대응'SRT와 KTX 열차가 정차해 있다. /뉴스1 DB (대전=뉴스1) 김기태 기자 = 한국철도공사(코레일)가 14~18일 총파업을 예고한 전국철도노동조합에 “명절을 앞두고 국민을 불안케 하는 파업을 즉시 철회하라”고 촉구했다.13일 코레일은 “철도노조의 수서행 KTX 운행 요구 등은 정부의 정책사항으로 노사교섭이나 파업 대상이 될 수 없다”며 “정당성과 명분 없는 파업 강행 시 법과 원칙에 따라 엄정 대응할 것”이라고 밝혔다.이어 ""그동안 극한 호우, 폭염 및 태업으로 인한 열차지연과 운행 중단으로 불편을 겪어온 국민들에게 또다시 파업으로 불편을 가중시키는 것은 국민 불신을 키우는 행위""라며 ""노동조합이 주장해온 국민 편익 증진 및 공공성 확대에도 역행하므로 노동조합의 현명한 결단이 필요하다""고 요구했다.아울러 “지금은 파업이 아니라 노사가 힘을 합쳐 안전하고 편안한 열차운행으로 국민 신뢰를 회복하는데 집중할 때”라고 강조했다.한문희 사장은 “마지막 순간까지 노사 간 대화와 협상을 통해 사태가 해결되도록 최선의 노력을 하겠다”며 “가용자원을 전부 활용하고 철저한 비상수송대책을 시행해 국민 불편을 최소화하며 안전한 열차운행에 전력을 다하겠다”고 밝혔다.		",김기태 기자 (presskt@news1.kr)
KBS,“새만금 예산 삭감 정부 규탄”…김제 시의원들 ‘삭발’,2023.09.13. 오후 12:51,"			[KBS 전주]김제시의원 11명은 오늘(13일) 오전 임시회를 끝낸 뒤 청사 본관에서 정부의 새만금 예산 대폭 삭감을 규탄하며 삭발을 단행했습니다.  이들은 '김제는 분노한다'는 문구를 새긴 검은 리본을 매단 채 ""새만금을 살려내라""는 구호를 외쳤습니다.  새만금 잼버리가 유종의 미를 거두지 못한 데 대해 ""정부가 일말의 반성도 없이 전북에 책임을 뒤집어 씌우고 있다""며, 더는 전북을 희생양 삼지 말 것을 촉구했습니다.",박재홍 (pressp@kbs.co.kr)
서울신문,"선문대, ‘대학혁신’ 최고 등급",2023.09.12. 오후 3:39,"학생 맞춤형 혁신성과 분야, ‘S등급’ 획득다전공·전공 탐색 교과 등 운영선문대 전경. 서울신문DB선문대학교(총장 문성제)는 교육부가 발표한 ‘2023년 대학혁신지원사업 1차 연차평가’에 학생 맞춤형 혁신성과 분야에서 최고등급인 ‘S등급’을 획득했다고 12일 밝혔다.대학혁신지원사업은 대학이 자율 형식으로 교육·연구·산학협력·평생교육 등의 역량을 강화할 수 있도록 지원하는 교육부의 대규모 재정지원사업이다.117개 대학이 참여하는 이번 평가는 △교육혁신 전략 △핵심 교육성과 △자체 성과지표 등 3개 영역을 중심으로 평가 후 기본 지원 사업비와 추가 인센티브를 지원한다.선문대는 이번 평가에서 교육혁신 전략 ‘S등급’, 자체 성과지표 ‘B등급’으로 기본 지원 사업비 약 51억 원, 인센티브 약 44억 원 등을 확보했다선문대는 재학 초기 무학과 입학제도 도입과 학생의 교육 선택권 확대를 위한 기초 소양 교육 교육과정 개편, 학사제도 유연화 등에서 매우 우수 평가를 받았다.선문대는 내년부터 특수 영역 학위를 포함한 부전공과 2전공의 다(多)전공, 1학년 대상 공통 기초, 전공 계열 기초, 전공 탐색 교과 운영, 전공선택을 위한 진로지도 교수제, AI 어드바이저 등을 운영할 계획이다.선문대 대학혁신지원사업 권진백 단장은 “혁신의 키워드는 ‘학생 성공’. 대학혁신지원사업을 통해 수요자인 학생 중심의 대학 혁신을 계속해서 추진하겠다”고 말했다.		",아산 이종익 기자
아시아경제,'마약양성·흉기위협' 람보르기니 운전자 구속영장 신청,2023.09.13. 오전 8:27,"			약물에 취한 채 주차 문제로 시비가 붙자 상대방을 흉기로 위협한 30대 남성에 대해 경찰이 구속영장을 신청했다.서울 강남경찰서.13일 서울 강남경찰서는 A씨에 대해 특수협박, 도로교통법상 무면허운전 등 혐의로 구속영장을 신청했다고 밝혔다. 구속 전 피의자 심문(영장실질심사)은 이날 오후 3시30분 서울중앙지법에서 열릴 예정이다.A씨는 전날 오후 4시30분께 서울 강남구 논현동에서 람보르기니 차량을 주차하다가 시비가 붙은 상대방을 흉기로 위협하고 달아났다. 이후 차량을 타고 도주했고, 오후 7시40분께 강남구 신사동에 있는 음식점 앞에서 붙잡혔다.A씨는 마약 간이시약 검사에서 필로폰·MDMA(엑스터시)·케타민 양성 반응이 나왔다. A씨는 사건 발생 직전 병원에 들러 수면 마취 시술을 받은 것으로 전해졌다.",임춘한 기자 choon@asiae.co.kr
한국일보,서울 수돗물 1인 가구가 가장 많이 써… 50대가 최대,2023.09.13. 오후 2:01,"1인 가구가 4인 가구보다 36% 더 사용게티이미지뱅크서울시민 중 1인 가구가 가장 많이 물을 쓰는 것으로 나타났다.서울시는 1인 가구 증가를 비롯해 가구원 수 변화가 수돗물 사용에 어떤 영향을 주는지 장기 수요를 예측하기 위해 2021년 한 해 동안 51만 가구, 123만 명의 수돗물 사용량을 분석한 결과를 13일 공개했다.조사결과, 가구원 수에 따른 1인당 하루 평균 수돗물 사용량은 1인 가구가 264리터(L)로 가장 많았다. 2인 가구는 218L, 3인 가구 192L, 4인 가구는 170L를 사용했다. 함께 사는 식구가 많아질수록 1인당 물 사용량은 줄어, 4인 가구가 1인 가구보다 약 36％ 덜 썼다. 세탁이나 설거지 등에 공동으로 물을 사용하기 때문으로 분석된다. 1인 가구 중에서도 50대가 하루 평균 288L로 가장 많은 수돗물을 쓰는 것으로 조사됐다. 성별로는 남자(257L)보다 여자(270L)의 사용량이 조금 더 많았다. 연령과 성별에 따른 물 사용 변동 폭은 1인 가구 여자의 경우 가장 많이 쓰는 50대(316L)와 가장 적게 쓰는 20대(238L) 간에 78L가 차이 나는 반면 남자의 변동 폭은 14L였다.서울시 제공1인 가구는 주택 규모가 커질수록 수돗물 사용량도 상대적으로 더 증가했다. 20∼30평(66~99㎡) 아파트에 거주하는 1인 가구는 하루 평균 330L를 써 10평(33㎡) 미만 아파트 거주자(216L) 보다 52%(148L) 많았다. 동일한 주거 면적과 유형의 3인 가구는 142L에서 187L로 31％(45L) 늘었다. 서울시상수도사업본부는 1, 2인 가구가 증가하는 추세에 맞춰 수돗물 생산계획을 세우고, 향후 폭염이나 출퇴근, 휴일로 인한 유동 인구 변화 등 다양한 요인을 심층 연구해 보다 정교하게 수돗물 수요를 예측할 계획이다.",박민식 기자 (bemyself@hankookilbo.com)
중앙일보,‘누가 이 사람을 모르시나요’ 부른 가수 곽순옥 별세,2023.09.13. 오전 10:07,"  1960년대 영화 '남과 북'의 주제가로 쓰인 노래 '누가 이 사람을 모르시나요'를 부른 원로 가수 곽순옥이 지난 12일 별세했다고 유족이 전했다. 사진 유족 제공=연합뉴스           이산가족의 애환을 담은 노래 ‘누가 이 사람을 모르시나요’를 부른 원로 가수 곽순옥이 지난 12일 세상을 떠났다. 91세.1932년 만주 지린성 출생인 고인은 한국 전쟁 이전에 남한으로 넘어와 1951년 미8군 가수로 데뷔했다.      1964년 분단의 슬픔과 이산가족의 애타는 심경을 그린 대표곡 ‘누가 이 사람을 모르시나요’를 발표하며 큰 인기를 얻었다.      이 곡은 라디오 연속극 ‘남과 북’의 주제가로 쓰이며 처음 알려졌고, 1965년 동명의 영화 ‘남과 북’에도 삽입됐다.      당시 영화와 함께 노래도 크게 흥행했으며 패티김, 문주란, 장사익 등 여러 가수가 다시 부르며 오랜 기간 사랑받았다. 특히 패티김이 부른 버전은 1983년 ‘KBS 특별생방송 이산가족을 찾습니다’의 주제가로 쓰이며 '국민가요'로 떠올랐다.      1960년대 영화 '남과 북'의 주제가로 쓰인 노래 '누가 이 사람을 모르시나요'를 부른 원로 가수 곽순옥이 지난 12일 별세했다고 유족이 전했다. 사진 유족제공=연합뉴스       당시 원곡자인 고인도 해당 방송에 특별 출연해 이 노래를 부르기도 했다.      고인은 1965년 홍콩으로 떠난 이후 미국·한국 등을 오가며 거주했으며 별다른 음악이나 방송 활동은 하지 않았다. 2021년에는 뇌 수술을 받고 회복 중인 근황이 한 방송 프로그램을 통해 전해지기도 했다.      빈소는 고려대 안암병원장례식장 203호에 마련됐으며 발인은 14일 오후 3시다.   ",배재성 기자 hongdoya@joongang.co.kr
세계일보,"韓 '식객'과 만난 日 '고독한 미식가'… ""김치는 한국 것이 최고"" ""'마약김밥'도 맛있더라""",2023.09.13. 오후 2:28,"			“한국과 일본은 바로 옆나라인데도 (음식 문화 등) 차이점이 많다. 그래서 교류를 많이 해야하는데 음식이나 관광을 통해 (서로) 유대 관계 높일 아이디어 없을까.”(허영만)     “서로의 음식문화를 잘 알아가는 것도 방법이라고 생각한다. 함께 맛있는 거 먹으면서 싸우는 사람은 없지 않나.”(쿠스미 마사유키)        허영만(왼쪽) 작가와 쿠스미 마사유키 작가가 13일 서울 종로구의 한 한식당에서 만나 인사를 나누고 있다. 문화체육관광부 제공    한국과 일본의 음식(문화) 이야기를 각각 만화 ‘식객’과 ‘고독한 미식가’로 맛깔스럽게 풀어낸 허영만(76) 작가와 쿠스미 마사유키(久住昌之·65) 작가가 13일 서울 종로구의 한 한옥에서 만났다. 문화체육관광부가 음식을 통해 한·일 문화관광 교류를 활성화하는 방안의 하나로 양국의 음식만화를 대표하는 두 사람을 불러 마련한 대담 자리다. ‘식객’과 ‘고독한 미식가’는 드라마나 영화로도 만들어져 인기를 끌었다.      허영만과 1박 2일 일정으로 방한한 쿠스미 마사유키(이하 쿠스미)는 이날 한·일 양국의 다른 음식문화 등을 주제로 대화하면서 양국 고유의 음식과 현지 맛집에 대한 관심이 관광 등 한·일 교류 활성화에 큰 도움이 될 것이라는 데 공감했다.     화기애애했던 대담은 허영만이 묻고 쿠스미가 답하는 식으로 진행됐다. 그에 앞서 쿠스미가 ‘식객’ 만화책을 집어들며 “일본에는 아직 1권만 나와서 1권을 읽었다”고 하자 허영만은 “일본에서 책이 안 팔려 1권만 내고 그만 뒀다”며 웃었고, 다시 쿠스미는 “이제부터 많이 팔릴 것”이라고 덕담을 건넸다.     -허영만 : “돈가스와 카레 등 일본은 외국에서 들어온 음식을 일본화하는 데 재주가 좋은 것 같다. 외국에 가면 카레를 일본 음식으로 여길 정도다. 우리나라는 차별화를 따지는데 일본은 안 따지는 것 같다.”     -쿠스미 : “김치는 한국 것이 맛있다. 일본 김치는 맛 없어요. 배추가 달라서인가.”     -허영만 : “우리 아내와 일본 친구 집에 갔다가 채소 밭이 있어서 아내가 김치를 담주고 왔다. 그런데 아내가 하는 말이 ‘일본 배추와 무는 물기가 많아서 맛이 없을 것 같다’고 하더라. 일본은 화산이 많고 토질이 우리(한국)와 달라서 그런가보다.”     -쿠스미 : “그럴 것 같다.”     -허영만 : “한국 관광이라는 게 보는 것도 있지만 먹는 게 많은 부분을 차지한다. 한국에 오면 뭘 먹고 싶은가.”     -쿠스미 : “김치다. 최근 부산에서 먹은 김치가 맛있었다. 묵은지라서 굉장히 시었지만 맛있었다. 그것만 있어도 밥을 다 먹겠더라.”     -허영만 : “나는 일본에 가면 (현지) 가정식을 먹고 싶은데 민간인을 만날 일이 없어 (아쉽다.)”     -쿠스미 : “어렸을 때 집 형편이 안 좋았는데, 그 당시 (어머니가) 아침식사마다 소금으로 담근 장아찌를 주셨다. 그걸 먹으면서 계절을 느낄 수 있었다. 가지가 나오면 ‘곧 여름방학이 오겠구나’, 겨울이면 무나 배추, 오이 장아찌가 나오고. 특히 그 장아찌는 바로 먹지 않으면 맛 느끼기가 어렵다.”     -허영만 : “결국 어머니 음식이네. 일본 가정식 파는 요리점은 없나.”     -쿠스미 : “그렇게 많지는 않고. 연세 많으신 할머니가 운영하는 가게들을 가면 가정식을 먹을 수 있을 것이다.”     -허영만 : “한국에 지금까지 네 번 왔다던데, 일본 사람에게 추천할 만한 식당이 있었나.”     -쿠스미 : “5년 전 왔을 때 굉장히 맛있는 삼겹살 집에 갔었다. 생배추에 김치와 삼겹살을 얹어 먹었는데 정말 맛있었다. 일본에 없는 방식이었는데, 젊은 사람들에게 추천하고 싶더라.”     -허영만 : “세계 어느 나라에 가도 한국처럼 메인(음식) 나오기 전 반찬이 쫙 깔리는 데가 없다. (한국은 또 음식을 추가로) 달라면 더 많이 준다. 일본의 한 수산시장 갔을 때 초밥을 먹는데 된장국을 ㅗ조금만 줘서 더 달라했더니 돈을 내라고 하더라. 일본은 그런 게 한국과 다르다. 어떻게 생각하나.”     -쿠스미 : “(그런 한국의 음식문화가) 저한테는 천국이 따로 없다. 그렇게 나오는 김치 등 반찬을 아주 좋아한다. (한국에 오면) 반찬을 먹느라 배 불러서 매인(음식)을 못 먹을 정도다. 밥도둑이다. 한국 분들은 그렇게 많이 드시는데 왜 살이 안 찌시는지 궁금하다.”     -허영만 : “내가 그런 질문을 많이 받는다. (음식 먹는) 방송 5년 진행하는데 왜 살이 안찌느냐고. 체질인가 싶은데, 가만 보면 (한국 음식은) 살찌는 게 적다. 탄수화물 밥이 있지만 단백질 많지 않아. 거의 풀이고.”        허영만(왼쪽) 작가와 쿠스미 마사유키 작가가 13일 밝은 표정으로 대화하고 있다.     -쿠스미 : “이렇게 두 나라가 가까운데도 다른 부분, 우리가 몰랐던 부분이 많구나 느낀다. 한국에서는 깻잎을 많이 드시더라. 우리(일본)는 차조기와 시소를 먹는데.(깻잎은 안 먹는다). 한국에선 (생선)회도 깻잎에 싸서 먹으면 맛있다고 하는데.”      -허영만 : “(한·일 양국이) 음식문화를 비교하면서 접근하는 것도 교류 활성화에 도움이 될 것 같은데.”      -쿠스미 : “서로 맛있는 것 먹으며 점점 더 알게 되면 사이가 좋아질 것이라고 생각한다.     비싸거나 희귀한 음식을 대접하는 거 말고 (싸지만 맛있는 거 먹으면서) 한국인은 먹지만 일본인은 안 먹는 깻잎 이야기, 식당에서 미리 밥을 (그릇에) 담아두는 한국과 달리 일본은 손님 오면 퍼서 주는 차이 등을 안다는 것도 교류 증진에 도움이 될 것 같다.”     -허영만 : “일본에서도 시험 볼 때 금기하는 음식이 있나. 미역국 안 먹는다든가, 계란을 깨지 않는다든가.”     -쿠스미 : “하하. 특별히 없는 듯하다. 있을 수도 있지만 저는 특별히 신경 쓰지 않아서. 어제 ‘마약김밥’을 먹었는데 맛있었습니다. 그런 이름 붙여도 되는 건가. 일본은 무서워서 못 붙이는데.”     -허영만 : “흔히들 음식을 두고 그 나라의 문화라고 하는데, 요즘 음식은 사람과 문화를 하나로 이어주는 나비효과를 불러 일으키는 거 같다. 한·일의 음식 교류와 한국의 미식 여행을 다시 한 번 부탁 드린다. 한국 음식도 많이 소개해주고. 나도 일본 음식 많이 소개하겠다.”     -쿠스미 : “좋은 말씀이다. ‘형님 감사합니다. 다음엔 코가 비틀어지게 먹어봅시다.”",이강은 선임기자 kelee@segye.com
뉴스1,목요일까지 최대 100㎜ '굵은 가을비'…주말까지 강수 계속,2023.09.13. 오후 12:15,"오전에만 100㎜ 넘게 쏟아진 지역도14일까지 기압골 영향…15일부터 저기압·온난다습 수증기 영향비가 내린 3일 서울 남산을 찾은 시민들이 우산을 쓰고 산책로를 걷고 있다. 기상청은 이날 전국이 흐리고 가끔 비가 내리겠다고 밝혔다. 2023.9.3/뉴스1 ⓒ News1 박세연 기자(서울=뉴스1) 황덕현 기후환경전문기자 = 수요일인 13일 오후부터 전국으로 확대돼 내릴 비는 목요일인 14일 오전까지 최대 100㎜를 뿌린 뒤 그치겠다.13일 기상청에 따르면 기압골과 동풍 영향으로 전국에 비가 내리고 있다.오전 11시30분까지 일 누적 강수량은 강원 고성에 106.5㎜, 강릉 79.0㎜, 완도 54.0㎜, 양양 50.5㎜ 등이다.기상청에 따르면 14일까지 경기 남부에 20~60㎜, 그밖의 수도권에 10~40㎜, 강원 영동에 30~80㎜(많은 곳 100㎜ 이상), 강원 영서에 20~60㎜(많은 곳 남부 70㎜ 이상), 충청권 20~60㎜(많은 곳 70㎜ 이상), 전라권 10~60㎜(많은 곳 전라해안 70㎜ 이상), 경상권 10~60㎜(많은 곳 경북 북부 내륙, 경남 해안, 울릉도·독도 70㎜ 이상), 제주에 10~40㎜의 비가 내릴 것으로 예상된다.강원 영동에는 시간당 20~40㎜의 집중호우가 내리는 곳이 있겠다.비가 내리는 지역과 해상에는 돌풍과 함께 천둥·번개가 치는 곳이 있겠다.최정희 기상청 예보분석관은 ""가시거리가 짧아지고 도로가 미끄러운 곳이 있겠다""며 ""안전사고에 각별히 유의할 것""을 당부했다.이번 비는 14일 아침부터 수도권에서 그치기 시작해 오후가 되기 전에 전국에서 그치겠다.비는 금요일인 15일부터 주말까지 다시 내린다. 예상 강수량은 아직 발표되지 않았다.14일까지 비가 기압골 영향 때문이라면, 15일부터의 비는 북쪽의 대륙 고기압과 아열대 고기압 사이로 유입되는 온난다습한 수증기와 저기압 영향으로 내리겠다.중기예보에 따르면 이는 17일 오후에 대부분 그치겠다. 다만 다음 주 화요일인 19일까지 날이 대체로 흐리거나 구름이 많을 것으로 예상돼 비가 내리는 기간이 좀 더 길어질 가능성이 있다.비가 내리는 동안 기온이 다소 내려가면서 낮 기온은 20도대로 떨어지겠다. 그럼에도 평년과 비교하면 다소 기온이 높은 상태로 유지되겠다.		",황덕현 기후환경전문기자 (ace@news1.kr)
매일경제,100년 세월넘어 부활한 조선공주 혼례복…RM의 조용한 후원 덕봤다,2023.09.13. 오전 9:16,"			국립고궁박물관 ‘활옷 만개’특별전조선왕실 혼례복 110여점 5개월 복원LA미술관 소장품·복온공주 혼례복도방탄소년단(BTS) 리더 RM이 지난해까지 2년 연속 1억원씩 국외소재 문화재 보존처리에 써달라고 기부한 결과물이 대중 앞에 처음 소개된다. 미국 로스앤젤레스 카운티미술관(LACMA)이 소장한 조선왕실 여성 혼례복인 활옷이 5개월간 복식 전문가 손을 거쳐 풀칠 배접과 해진 상태가 손질되어 한국의 전통미를 세계에 뽐낼 준비를 갖췄다.문화재청 국립고궁박물관은 15일부터 12월 13일까지 박물관 2층 기획전시실에서 이 활옷을 포함해 공주, 옹주, 군부인(왕자의 부인) 등 왕실 여성들이 입었던 활옷 9점 등 관련 유물 총 110여 점을 선보이는 특별전시 ‘활옷 만개(滿開)-조선왕실 여성 혼례복’을 개최한다.조선 전기 국가기록물에 홍장삼(紅長衫)으로 기록된 활옷은 고유 복식의 전통을 이은 긴 겉옷으로, 치마와 저고리 등 여러 받침옷 위에 착용하는 조선왕실의 여성 혼례복이다. 사치를 배격했던 조선시대에 유일하게 화려한 자수와 가장 진한 붉은 빛깔로 귀한 대홍(大紅) 염색, 아름다운 금박 등 많은 노력을 들여 제작됐고, 민간 혼례에서도 착용이 허락됐던 옷이다. 활옷의 대홍 염색은 8월에 피는 홍화(紅花)로 수십 번 염색하는 까다로운 과정을 거쳐 귀한 색으로 꼽힌다.전시 대표작으로는 현존 활옷 중 유일하게 착용자가 확인된, 순조의 둘째 딸 복온공주(1818~1832)의 활옷(1830년, 국립고궁박물관 소장) 등 국내 활옷 3점과 미국 LACMA와 필드 박물관, 브루클린 박물관, 클리블랜드미술관 등 국외 소장 활옷 6점이 꼽힌다. RM 도움으로 보존처리된 LACMA 활옷은 20세기 초 제작된 것인데 복온공주 활옷보다는 가로 길이가 13㎝가량 짧은 172㎝이고 세로는 127㎝로 비슷해, 왕실보다 민간 혼례에서 사용됐을 가능성이 거론된다. 이번 전시이후 미국으로 돌아간다.전시는 총 2부로 구성된다. 먼저 1부에서는 △긴 홍색 옷 홍장삼(紅長衫)과 활옷 △가례(嘉禮), 아름다운 왕실의 혼례 △공주, 궁을 떠나다 3개 주제로 나눠 왕실 여성들의 의례복, 혼례복과 왕실 문화를 확인할 수 있다. 특히 왕비, 왕세자빈의 혼례절차인 육례(六禮)와 비교해 간소한 절차로 치렀던 공주·옹주의 사례(四禮)와 이 중 활옷을 착용했던 동뢰(혼례의 마지막 절차)를 각종 문헌과 혼례 물품 등 관련 자료를 통해 소개했다.유일하게 현존하는 박물관 소장의 대형 왕실 혼례 핵심 공간인 ‘교배석(交拜席·신랑 신부가 맞절로 식을 시작하는 자리)’도 영상으로 생생하게 확인할 수 있다. 또 활옷의 자수 무늬를 비교 감상할 수 있도록 국립고궁박물관과 국립중앙박물관, 클리블랜드 미술관 등에서 소장 중인 총 6점의 국내외 활옷과 민간 혼례에서 착용됐던 사진을 함께 소개한다.2부 ‘여러 손길로 정성스레 만든 활옷’에서는 상의원(尙衣院) 등 관청과 장인을 중심으로 온갖 재료를 조달하고 각 재질이나 작업에 따라 세분화되어 완성되는 활옷의 제작과정과 LACMA 소장 활옷이 적외선 촬영조사부터 표면 오염물 제거, 습식 세척, 구김제거, 손상직물 보강 등을 거쳐 보존처리되는 과정도 볼 수 있다.활옷 등에 활용됐던 ’덕온공주(순조의 셋째딸) 홍장삼 자수본(1837년)‘도 조선 왕실 자수의 섬세함과 우수함을 드러내는 유물이다.이밖에도 하의만 5벌, 상의 3벌에 달하는 여러 받침옷을 착용한 후 걸치는 겉옷 활옷의 차림과정 영상을 흥미롭게 만날 수 있다. 활옷 제작 장인의 작업 영상과 활옷 자수를 모티브로 한 미디어아트 등도 보고 활옷에 사용되는 실과 직물 등 기본재료로 활옷 작업 공간을 연출하는 등 평소 접근하기 어려웠던 전통 복식을 쉽게 이해하도록 했다. 전시와 연계해 왕실문화 강연과 어린이 활옷 체험교육도 마련됐다.문화재청 관계자는 “이번 전시를 통해 국민이 조선왕실 여성들의 혼례 문화에 대해 한층 더 깊이 이해할 수 있는 계기가 되기를 기대한다”고 밝혔다. LACMA소장 활옷 앞면.(20세기 초),  127.0×172.0㎝  <국립고궁박물관> LACMA소장 활옷 뒷면(20세기 초),  127.0×172.0㎝  <국립고궁박물관> LACMA활옷 보존처리 과정 중 손상직물 보강과정. <국립고궁박물관>",이한나 기자(azure@mk.co.kr)
